"id","calories","proteins","fat","carbohydrate","name","image"
"332","188","19.3","12.2","0","Ikan Mas goreng","https://cdn1-production-images-kly.akamaized.net/PoXdFBAzit7rJj6MDEQSxQ35dT8=/0x462:5162x3371/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2930376/original/062217400_1570175183-shutterstock_445394449.jpg"
"333","209","15.2","11.3","11.8","Ikan Mas pepes","https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/01/06/1877204615.jpg"
"334","97","17.9","2","0.4","Ikan mayong segar","https://homemadeindonesia.com/apihmi/images/datatoko/K0B6216F87F_brg17106.jpg"
"335","598","74.3","26.9","9.2","Ikan Mujair dendeng goreng","https://img-global.cpcdn.com/recipes/c49ebd05c391ae54/680x482cq70/dendeng-mujair-foto-resep-utama.jpg"
"336","582","68.3","15.2","37.2","Ikan Mujair dendeng mentah","https://images.tokopedia.net/img/cache/700/VqbcmM/2021/5/21/38d1433b-a298-46d1-8f07-797840199762.jpg.webp"
"337","416","46.9","23.9","0","Ikan Mujair goreng","https://kurio-img.kurioapps.com/22/10/07/3521e216-d7b3-498d-a045-95973e196c36.jpg"
"338","121","21.7","2.8","0.8","Ikan Mujair pepes","https://sweetrip.id/wp-content/uploads/2022/10/a-pepeas.jpg"
"339","89","18.7","1","0","Ikan Mujair segar","https://s4.bukalapak.com/img/9282888648/large/1792856_scaled.jpg"
"340","154","16.8","5","10.5","Ikan nasu metti segar","https://img-global.cpcdn.com/recipes/a9e68b1f59b7db4c/680x482cq70/ikan-kuah-kuning-nasu-bale-menre-bhs-bugis-foto-resep-utama.jpg"
"341","125","21.3","3.4","2.2","Ikan oci kembung segar","https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/10/17065323/Jarang-Disadari-Ini-X-Manfaat-Ikan-Kembung-bagi-Kesehatan.jpg"
"342","152","17.6","6.1","6.7","Ikan Papuyu bakar","https://img-global.cpcdn.com/recipes/c0df8c1401aba288/1200x630cq70/photo.jpg"
"343","120","14.3","4.9","4.6","Ikan papuyu/ betok segar","https://www.researchgate.net/publication/334733354/figure/fig1/AS:785755827888128@1564350196700/Gambar-5-Papuyu-Anabas-testudineus.ppm"
"344","144","17.5","6.3","4.3","Ikan Patin bakar","https://awsimages.detik.net.id/community/media/visual/2022/05/16/resep-ikan-patin-bakar-bumbu-kecap-pedas_43.jpeg?w=1200"
"345","132","17","6.6","1.1","Ikan Patin segar","https://trubus.id/wp-content/uploads/2022/08/Tiga-Olahan-Enak-Berbahan-Baku-Ikan-Patin-dok.-trubus.jpg"
"346","156","28","4","2","Ikan peda banjar mentah","https://images.tokopedia.net/img/cache/500-square/product-1/2020/4/28/7175728/7175728_25c6290f-ccb7-47d2-a15c-1266d270670a_1000_1000.jpg"
"347","176","32","4.4","0","Ikan Pepetek","https://upload.wikimedia.org/wikipedia/commons/1/18/Eubleekeria_splendens.jpg"
"348","157","28","4.2","1.8","Ikan Pindang banjar mentah","https://images.tokopedia.net/img/cache/700/VqbcmM/2020/9/9/44e37968-f73e-414b-85e9-9827c1aa143d.jpg"
"349","170","31","4.2","0","Ikan Pindang benggol mentah","https://images.tokopedia.net/img/cache/700/product-1/2020/5/18/100272860/100272860_f2502f9f-9d38-4cdd-b059-e7ca97aa1eff_663_663"
"350","153","30","2.8","0","Ikan Pindang layang mentah","https://cf.shopee.co.id/file/0e26765825aea3e4317d06e1bdc59e54"
"351","142","27","3","0","Ikan Pindang selar mentah","https://s3.dimanaja.com/resep/cover/pindang-ikan-selar-e069d05.webp"
"352","415","61.3","17.6","2.9","Ikan sale lais mentah","https://images.tokopedia.net/img/cache/700/product-1/2016/10/28/4294887/4294887_93a595e0-6049-492f-9da8-1a9d01d36dba.jpg"
"353","534","40.2","39.3","4.9","Ikan Sale segar","https://www.bengkulutoday.com/sites/default/files/article/2021-04/salai.jpg"
"354","284","34.1","9.9","14.6","Ikan saluang kering mentah","https://cf.shopee.co.id/file/7c26ef3abb212c815cac1b6bb8aa7314"
"355","113","13.9","4.9","3.4","Ikan saluang segar","https://upload.wikimedia.org/wikipedia/id/0/0d/Rasbora-borapatensis.jpg"
"356","240","21.7","7.7","20.7","Ikan sanggang masakan","https://img-global.cpcdn.com/recipes/fafa134ca5a95acb/680x482cq70/ikan-bakar-kelabau-ala-mamak-tya-foto-resep-utama.jpg"
"357","109","19.9","1.8","3.4","Ikan sarden segar","https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2020/02/17/2999385616.jpg"
"358","113","17","4.5","0","Ikan Segar","https://awsimages.detik.net.id/community/media/visual/2018/10/29/00c23498-0ad9-42cc-b788-2a04cd3e8fc5.jpeg?w=650&q=90"
"359","194","38","3.5","0","Ikan Selar kering","https://awsimages.detik.net.id/community/media/visual/2022/01/03/cara-menggoreng-ikan-selar-1_43.jpeg?w=700&q=90"
"360","138","27","3.3","0","Ikan selar kuning cue mentah","https://upload.wikimedia.org/wikipedia/commons/3/3e/Selaro_leptole_100812-6006_tdp.jpg"
"361","100","18.8","2.2","0","Ikan selar segar","https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Selaro_leptole_100812-6006_tdp.jpg/1200px-Selaro_leptole_100812-6006_tdp.jpg"
"362","289","38","14","0","Ikan Sepat kering","https://nnc-media.netralnews.com/286497-ikan%20sepat%20kering-kompasiana.jpg"
"363","84","15.2","0.6","4.7","Ikan sepat segar","https://i0.wp.com/agrotek.id/hewan/wp-content/uploads/2021/07/Jenis-Ciri-Habitat-dan-Makanan-Ikan-Sepat.jpg?fit=1366%2C768&ssl=1"
"364","81","11.4","1.9","3.8","Ikan sidat segar","https://mfcepusluh.bpsdmkp.kkp.go.id/asset/foto_berita/SIDAT_OK_-1.jpg"
"365","199","34.1","3.8","7.1","Ikan sunu asin mentah","https://s1.bukalapak.com/img/10859818002/large/data.jpeg"
"366","111","13.3","3.4","6.7","Ikan sunu segar","https://upload.wikimedia.org/wikipedia/commons/3/32/Plectropomus_leopardus.jpg"
"367","88","15.9","0.9","4.1","Ikan tahuman segar","https://rimbakita.com/wp-content/uploads/2021/01/ikan-toman.jpg"
"368","96","19.5","1.1","2","Ikan tarmon segar","https://nakamaaquatics.id/wp-content/uploads/2018/05/Indo-Pasific-Tarpon.png"
"369","95","15.8","0.7","6.5","Ikan telan segar","https://blogger.googleusercontent.com/img/a/AVvXsEgba6E89_I30f-0A_i3n5JS5xSCizdlJInQuk2baiseXg5ni9m3oW5P_m19BjUXNHT5-TTWCNUPtQwytE_eODWyGe9_yv6W5m6EzITwy12weA1rdZE5V5qnaUYlq_0ekxES9VRKpBrBYvmP0Bu2B4coMg1fx1gKJXs4andJfgUVrKfxbkUp1G0rB-240Q=w1200-h630-p-k-no-nu"
"370","358","20.7","26.4","9.4","Ikan telur asin mentah","https://i0.wp.com/resepkoki.id/wp-content/uploads/2017/09/Fish-roe.jpg?fit=540%2C404&ssl=1"
"371","204","16","15","0","Ikan Tembang","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/4/19/87543f36-a30b-438c-87df-cc28f4fef66c.jpg"
"372","101","15.1","4.1","1","Ikan tempahas segar","https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Wallagonia_leerii.jpg/1200px-Wallagonia_leerii.jpg"
"373","316","60.1","6.5","22.4","Ikan tepung mentah","https://www.hypermart.co.id/wp-content/uploads/elementor/thumbs/39-p5q08kcf3d0lwn296wiprds6lco6xhci500fw5m7fc.jpg"
"374","98","19.6","1.7","1","Ikan terbang segar","https://cdn1-production-images-kly.akamaized.net/2nIB6HIv40IwoVBiHpf01GwGYG4=/1280x720/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/1379786/original/078541800_1476951455-ikan-terbang.jpg"
"375","277","60","2.3","1.8","Ikan Teri bubuk","https://healthycornersby.com/wp-content/uploads/2020/02/WhatsApp-Image-2020-02-24-at-9.55.30-AM.jpeg"
"376","170","33.4","3","0","Ikan Teri kering","https://cdn0-production-images-kly.akamaized.net/4bbReyz-sVqbGn_hW5cfWFGKH3k=/735x0:1734x1332/469x625/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2874061/original/070741100_1565075348-shutterstock_1277489326.jpg"
"377","331","68.7","4.2","0","Ikan Teri Kering tawar","https://id-live-01.slatic.net/p/2c66b75ba7c1ae5fc1aff0e6ba330871.jpg"
"378","144","32.5","0.6","0","Ikan Teri Nasi kering","https://s0.bukalapak.com/img/54156313/large/teri_nasi.jpg"
"379","74","10.3","1.4","4.1","Ikan teri segar","https://imgx.parapuan.co/crop/158x87:1101x703/945x630/photo/2022/03/17/istock-1338406521jpg-20220317072335.jpg"
"380","347","48.8","6.4","19.6","Ikan Teri tepung","https://kbu-cdn.com/dk/wp-content/uploads/teri-kriuk.jpg"
"381","82","17.4","0.4","2.3","Ikan titang segar","https://www.greeners.co/wp-content/uploads/2021/06/Ikan-Kiper.jpg"
"382","100","13.7","1.5","8","Ikan tongkol segar","https://upload.wikimedia.org/wikipedia/commons/5/5d/Euthyn_affin_101018-8111_tdp.jpg"
"383","96","19.2","2","0.2","Ikan turi segar","https://www.garnesia.com/images/vendor/v4934.jpg"
"384","156","2.7","1.3","33.3","Jagung grontol","https://img-global.cpcdn.com/recipes/763fb46246f99eb2/680x482cq70/grontol-jagung-foto-resep-utama.jpg"
"385","361","8.7","4.5","72.4","Jagung Kuning giling","https://i0.wp.com/hobiternak.com/wp-content/uploads/2018/10/Jagung-Giling.jpg?ssl=1"
"386","355","9.2","3.9","73.7","Jagung kuning tepung","https://asset.kompas.com/crops/DML-7ulQtT9LImhG3ktsEsZGSvk=/0x0:780x520/780x390/data/photo/2020/06/28/5ef8bf9a2b929.jpg"
"387","35","2.2","0.1","7.4","Jagung muda","https://images.tokopedia.net/img/cache/700/VqbcmM/2021/5/30/92010621-b054-4943-a591-999d1a51d8f6.jpg"
"388","147","5.1","0.7","31.5","Jagung muda kuning mentah","https://cdn0-production-images-kly.akamaized.net/TEujZlJaBxECV4gi2Q1Wsm-MQEM=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/2861087/original/051181600_1563862977-corn-4318296_1920.jpg"
"389","142","5","0.7","30.3","Jagung muda rebus","https://img-global.cpcdn.com/recipes/692c7955006bca76/1200x630cq70/photo.jpg"
"390","361","8.7","4.5","72.4","Jagung Putih giling","https://s.alicdn.com/@sc04/kf/Af5e0567d01f840f1be84540684200cabd.png"
"391","129","4.1","1.3","30.3","Jagung Putih muda","https://awsimages.detik.net.id/community/media/visual/2023/01/30/resep-tumis-jagung-muda-dan-ayam-1_43.jpeg?w=480"
"392","140","4.7","1.3","33.1","Jagung Putih segar","https://cdn.timesmedia.co.id/images/2018/05/01/Jagung-Putih-Bukalapak.jpg"
"393","175","1.8","1.8","35","Jagung Rebus ","https://asset.kompas.com/crops/L0i8I7tD8bIDLcs9nVG_Ok9egfI=/0x0:1000x667/750x500/data/photo/2021/10/05/615b9e713eeda.jpg"
"394","148.9","10.4","10.4","20.1","Jagung Sayur (tumis) ","https://ibusayur.my.id/wp-content/uploads/2022/08/ibusayur.my.id-sayur-nangka-51661b26-eb56-4072-8613-65cb6b4c2ecb.png"
"395","51","1.5","1","10.1","Jahe","https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/yGGUi3g36leAkNBWE0jT6/original/044762400_1598525725-Ini-Bedanya-Manfaat-Jahe-Merah-Jahe-Putih-dan-Jahe-Emprit-shutterstock_585874265.jpg"
"396","239","0.5","0.6","64.5","Jam selai","https://i0.wp.com/pinkkorset.com/wp-content/uploads/2016/07/selai.jpg"
"397","286","48.5","9.2","2.3","Jambal goreng","https://img-global.cpcdn.com/recipes/c8380e9b21a49f17/680x482cq70/ikan-asin-jambal-goreng-renyah-tips-foto-resep-utama.jpg"
"398","46","0.6","0","11.8","Jambu Air","https://demfarm.id/wp-content/uploads/2022/08/rose-apples-or-chomphu-isolated-on-white-backgroun-2021-09-03-19-03-57-utc-1024x768.jpg"
"399","49","0.9","0.3","12.2","Jambu Biji","https://asset.kompas.com/crops/4TGyZIJJ3wev1NuC6g-2Pggg6tA=/51x58:931x644/750x500/data/photo/2022/10/28/635b7364a7089.jpg"
"400","64","0.7","0.6","15.8","Jambu Monyet buah","https://images.tokopedia.net/img/cache/500-square/product-1/2018/1/7/15542540/15542540_dac5a5c7-8e74-415d-b2c9-2725481acb7d_705_628.jpg"
"401","45","2.5","3.9","0","Jamur Coklat (kulat siau)","https://img-global.cpcdn.com/recipes/a08c63a31c3cf541/680x482cq70/kolat-tiungkulat-siaujamur-merahjamur-kalimantanjamur-hutan-foto-resep-utama.jpg"
"402","296","9.4","1.1","62","Jamur encik","https://asset-a.grid.id//crop/0x0:0x0/700x0/photo/2019/10/29/3488789990.jpg"
"403","294","16","0.9","64.6","Jamur kuping kering","https://asset.kompas.com/crops/3caJpamNwFqn62cq9Tf8ZRPsIh4=/0x41:1000x707/750x500/data/photo/2021/12/06/61ad642aaebd0.jpg"
"404","21","3.8","0.6","0.9","Jamur kuping segar","https://res.cloudinary.com/dk0z4ums3/image/upload/v1677240659/attached_image/10-manfaat-jamur-kuping-bagi-kesehatan-yang-sayang-dilewatkan.jpg"
"405","30","3.5","0.2","4","Jamur merang segar","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/18/4d757a05-da96-4e08-9f32-3d899e031add.jpg"
"406","48","2.8","4.1","2.9","Jamur Putih (kulat putih)","https://www.nahuby.sk/images/fotosutaz/2011/09/28/peter_stalnik_288950.jpg"
"407","48","1.9","3.2","2.8","Jamur sagu","https://www.teropongmalut.com/wp-content/uploads/2022/09/IMG-20220903-WA0037.jpg"
"408","30","1.9","0.1","5.5","Jamur tiram segar","https://asset.kompas.com/crops/3R88xEE7NLaT0rK6S_XENi_1zd8=/4x6:996x667/750x500/data/photo/2021/05/20/60a5f01d9e454.jpg"
"409","31","1.2","0.3","7.1","Jantung Pisang segar","https://asset.kompas.com/crops/2zx51z9WAiu1a3cgaM959AQ3FfU=/0x0:1000x667/750x500/data/photo/2021/07/30/610382161a0ea.jpeg"
"410","192","5.4","0.3","40.7","Jengkol segar","https://asset.kompas.com/crops/O1NhMjXQxojyWCncDswDkrWpdS4=/0x76:1000x742/750x500/data/photo/2021/09/20/6147fb289e795.jpg"
"411","48","0.6","0.2","12.4","Jeruk Bali","https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2021/11/15053620/Jeruk-Bali-Kaya-Vitamin-C-Ini-Manfaatnya-untuk-Kesehatan.jpg"
"412","61","0.8","0.2","14.1","Jeruk banjar segar","https://images.tokopedia.net/img/cache/250-square/VqbcmM/2022/6/20/c671b4ac-5716-43f7-a15a-3a946e27c869.jpg?ect=4g"
"413","44","0.8","0.3","10.9","Jeruk Garut","https://niagatani.id/public/uploads/all/dPV6XsNI9r3rTpv9M1svWGkSKVRoALQcCIJTueAk.jpg"
"414","39","0.3","0.3","8.9","Jeruk Kalamansi segar","https://lzd-img-global.slatic.net/g/ff/kf/Sd9344c04c7df41bb8787ac8325e92891D.jpg_200x200q80.jpg_.webp"
"415","45","0.9","0.2","11.2","Jeruk Manis","https://img.okezone.com/content/2015/07/30/298/1187784/tips-pilih-jeruk-berkualitas-baik-segar-oOeyrrcWKr.jpg"
"416","37","0.8","0.1","12.3","Jeruk Nipis","https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2020/03/02/2284586354.png"
"417","130","6.7","0.3","25.2","Kabau segar","https://images.tokopedia.net/img/cache/700/VqbcmM/2021/6/3/255b2a88-b862-413f-a0cc-ebcd29434199.jpg.webp"
"418","330","23.8","1.4","60.2","Kacang Arab","https://img.okezone.com/content/2021/02/04/298/2356167/mengenal-chickpea-kacang-arab-penuh-nutrisi-yang-baik-untuk-tubuh-ahltPCXlfV.jpg"
"419","533","27.8","38.1","28.8","Kacang atom","https://img-global.cpcdn.com/recipes/74c03b7bf26daaf4/680x482cq70/sukro-kacang-atom-foto-resep-utama.jpg"
"421","400","34.4","16.9","34.1","Kacang belimbing (kecipir) kering","https://i0.wp.com/resepkoki.id/wp-content/uploads/2018/03/kecipir2.jpg?fit=500%2C500&ssl=1"
"422","204","16.9","8.8","17.5","Kacang Belimbing rebus","https://cdn1-production-images-kly.akamaized.net/TNGJxQzLI6y-VeIWmj2-GBuyLBQ=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/2729965/original/086034000_1550232841-foto_kecipir.JPG"
"423","212","17.5","10","12.9","Kacang Belimbing tempe","https://akcdn.detik.net.id/community/media/visual/2020/06/15/jenis-biji-untuk-bahan-baku-tempe-2_43.jpeg?w=250&q="
"424","331","25","1","58","Kacang Endel biji","https://asset.kompas.com/crops/OD4HIuyUqbZ89QTHXDG9oEb8fz4=/12x8:1280x853/750x500/data/photo/2022/09/04/6314132a253b9.jpg"
"425","129","12.4","0.7","18.3","Kacang ercis segar","https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2022/05/24/2609424364.jpg"
"426","336","23.1","1.7","59.5","kacang galing segar","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQO_j0Sg_ZZ80_RJolJolWTEGad7VA92qgQPlzgyHiFkA4AbHc0XsxKxaiASj54WcIld-Q&usqp=CAU"
"427","516","14.7","31.1","44.4","Kacang goyang","https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/Ilustrasi-kacang-goyang-khas-Sulawesi2.jpg"
"428","336","20.7","1.4","62","Kacang Gude biji","https://d39wptbp5at4nd.cloudfront.net/media/22860_original_IMG-20180318-WA0017.jpg"
"429","316","20.7","1","58","Kacang gude biji kering","https://ahligizi.id/blog/wp-content/uploads/2022/03/gude.jpg"
"430","114","7","0.6","20.8","Kacang Gude biji muda","https://filebroker-cdn.lazada.co.id/kf/S7e8dd05201e2416882c2894863f7f8b6p.jpg"
"431","123","8.4","0.6","1.8","Kacang Gude muda","https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcQ-WwJwMnCRCqMGqKYWLzBXYcge9l9VJFl2QEaMNuuTtVlE90nV6aXt0RWOG86w90qXNZpQvzXPNwnBX_Q"
"432","147","9","0.5","27.5","Kacang gude rebus","https://img-global.cpcdn.com/recipes/dba1205c0417dd10/680x482cq70/gule-kacang-gude-dan-pepaya-foto-resep-utama.jpg"
"433","323","22.9","1.5","56.8","Kacang hijau kering","https://cf.shopee.co.id/file/b416e2ddeda943e915e6b496b1e6bb0f"
"434","109","8.7","0.5","18.3","kacang hijau rebus","https://cdns.klimg.com/merdeka.com/i/w/news/2019/11/19/1126920/540x270/tips-dan-cara-membuat-sari-kacang-hijau-yang-benar-untuk-kesuburan.jpg"
"435","346","16.6","1.7","66.1","Kacang hitam kering","https://s3.bukalapak.com/img/3905433584/large/1_kg_000000_Tausi_Douchi_Dou_chi_Black_Soy_Bean_Kacang_Hitam.jpg"
"436","345","22.2","1.2","62.9","Kacang Ijo","https://cdn0-production-images-kly.akamaized.net/EfXY7zn0w4mfhomUUiKK4dlg2Cs=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/704437/original/Kacang_Hijau_0714.jpg"
"437","445","11","11","65.5","Kacang Kapri Goreng ","https://sc04.alicdn.com/kf/HTB1TBuVqKuSBuNjSsziq6zq8pXae.jpg"
"438","98","6.7","0.4","17.7","Kacang Kapri muda","https://idnmedis.com/wp-content/uploads/2020/03/VEPEA34285_3.jpg"
"439","286","30.2","15.6","30.1","Kacang Kedelai basah","https://tempebumbung.files.wordpress.com/2016/01/biji-kedelai.jpg"
"440","521","32.2","37.7","22.9","Kacang kedelai goreng","https://img-global.cpcdn.com/recipes/e4e2747431572f24/680x482cq70/kacang-kedelai-goreng-foto-resep-utama.jpg"
"441","381","40.4","16.7","24.9","Kacang kedelai kering","https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/10/26/a9bc5ef4-e063-4d3f-933e-50af2da28c3e.jpg"
"442","75","4.1","2.1","10.7","Kacang Kedelai kukus","https://img2.beritasatu.com/cache/beritasatu/910x580-2/20082012110024.jpg"
"443","189","20.2","8.2","12.7","Kacang kedelai rebus","https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2020/07/27/1000907679.jpg"
"444","286","30.2","15.6","30.1","Kacang kedelai segar","https://media.istockphoto.com/id/998946502/id/foto/closeup-kacang-kedelai-segar.jpg?s=1024x1024&w=is&k=20&c=YDjNN-yd20A-KQODXpi8thMiAjzFk3UXPMd82G1mMbA="
"445","327","16.4","4.3","55.8","Kacang komak segar","https://sendme.co.id/img/1649134785.jpg"
"446","355","17","2.5","66","Kacang kuning kering","https://img.lovepik.com/photo/20211125/medium/lovepik-soybean-picture_501067376.jpg"
"447","346","16.5","1.5","66.6","Kacang lebui /iris kering","https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Cajanus_caja_080716-1078_ayot.jpg/640px-Cajanus_caja_080716-1078_ayot.jpg"
"448","22","1.1","1","3.4","Kacang mekah polong segar","https://media.istockphoto.com/id/146924220/id/foto/kacang-polong-segar-dalam-polong-kacang-polong.jpg?s=1024x1024&w=is&k=20&c=2OA86bH3o03hV8E94FD9yW2ClYjN6E3Q1UeajU8bXVE="
"449","344","16.7","2.1","64.6","Kacang mentega kering","https://asset.kompas.com/crops/9lQ0OMqPUCFReecNr0lCP8bJB-M=/128x85:1152x768/750x500/data/photo/2021/04/23/60826e8d1d256.jpg"
"450","336","23.1","1.7","59.5","Kacang Merah","https://static.honestdocs.id/system/blog_articles/main_hero_images/000/002/101/original/Manfaat_Kacang_Merah_Bagi_Kesehatan_dan_Kecantikan.jpg"
"451","314","22.1","1.1","56.2","Kacang merah kering","https://asset.kompas.com/crops/nBiP6zOU-h9McvCAclGFwsJwevo=/6x64:806x597/750x500/data/photo/2022/02/16/620c996b3cb39.jpg"
"452","158","10.3","0.9","28.2","Kacang Merah kering rebus","https://asset.kompas.com/crops/Nas6r0JWAfSTCuULYQOzawPHY1I=/59x3:885x554/780x390/data/photo/2022/02/16/620ca71bcdae7.jpg"
"453","171","11","2.2","28","Kacang merah segar","https://o-cdn-cas.sirclocdn.com/parenting/images/manfaat-kacang-merah.width-800.format-webp.webp"
"454","144","10","1","24.7","Kacang Merah segar rebus","https://cdn1-production-images-kly.akamaized.net/sw7MW5kTq2GgNjLOMmVju4J51qI=/546x0:1994x1448/1200x900/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2578999/original/060869200_1546581834-shutterstock_197295407.jpg"
"455","280","16.7","1.6","63.2","Kacang merah tua kering","https://sc04.alicdn.com/kf/A4b18aaaf0bb940ba95877544b057be6cK.jpg"
"456","629","20.4","56.3","19.8","Kacang mete/biji jambu monyet goreng","https://img-global.cpcdn.com/recipes/4f25cc206ec3ac25/680x482cq70/kacang-metemede-goreng-dengan-tips-foto-resep-utama.jpg"
"457","616","16.3","48.4","28.7","Kacang mete/biji jambu monyet segar","https://sambikelen.lombokutarakab.go.id/assets/files/artikel/sedang_14889020189829709594_313eba7317.jpg"
"458","44","2.7","0.3","7.8","Kacang Panjang","https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/gZoi3RpBmq4C4Hoi6kh2h/original/007943700_1622441473-Kacang-Panjang.jpg"
"459","357","17.3","1.5","70","Kacang Panjang biji","https://cf.shopee.co.id/file/85c586f13afe37142fd479dec06fa623"
"460","39","3","0.6","7.6","Kacang Panjang kukus","https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2021/08/20/kacang-panjangjpg-20210820065144.jpg"
"461","150","2.5","12.5","7","Kacang Panjang tumis","https://asset.kompas.com/crops/If5HOEMwzIA4cyaXwjSvrF79U2E=/1x25:963x667/750x500/data/photo/2021/02/27/6039ddfacfede.jpg"
"462","37","3.1","0.2","7.9","Kacang ranti polong","https://www.andrafarm.co.id/_andra_farm/gambar_kelompok/a140.jpg"
"463","484","8.8","26.1","57.7","Kacang sukro","https://icalan.id/userfile/filemanager/834//lz-olshop_1630921772-uTyPi.jpeg"
"464","488","25.6","25.6","59.6","Kacang Sukro Putih ","https://cdn1.productnation.co/stg/sites/5/5cbfb08983c9b.jpeg"
"465","535","27.8","38.1","28.8","Kacang Tanah atom","https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2022/11/21/4260757127.jpg"
"466","564","25.5","44.4","25.5","Kacang tanah goreng","https://cdn.rasa.my/2018/10/Untitled-design33.png"
"467","561","25.5","43.8","26","Kacang Tanah kacang sari","https://mmc.tirto.id/image/otf/1024x535/2017/07/12/susu-kacang-tanah--ISTOCK.jpg"
"468","525","27.9","42.7","17.4","Kacang tanah kering","https://imgx.parapuan.co/crop/0x0:0x0/x/photo/2022/03/02/khasiat-kacang-tanah-sebagai-oba-20220302010109.jpg"
"469","385","14","31","13","Kacang Tanah Rebus ","https://img-global.cpcdn.com/recipes/ff019c14f757cfbf/1200x630cq70/photo.jpg"
"470","360","13.5","31.2","12.8","Kacang Tanah rebus berkulit","https://www.wikihow.com/images/8/85/Boil-Peanuts-Step-14-Version-2.jpg"
"471","513","17.5","32.5","44.3","Kacang Tanah rempeyek","https://img.okezone.com/content/2020/06/15/298/2230610/resep-peyek-kacang-tanah-dan-udang-rebon-renyah-bikin-terus-ngunyah-3j0ZqjZUGs.jpg"
"472","561","25.5","43.8","26","Kacang tanah sari","https://halalstore.jp/wp-content/uploads/2019/07/k-367-kacang-tanah-sariraya-500g-480yen.jpg"
"473","748","20.8","20.8","124.8","Kacang Telur ","https://img-global.cpcdn.com/recipes/18de1fa4c4094900/400x400cq70/photo.jpg"
"474","331","24.4","1.9","56.6","Kacang tolo / tunggak kering","https://id-live-01.slatic.net/p/ff99e4641bb6620735a89a1caf898a14.jpg"
"475","138","10.7","1.1","22.6","Kacang tolo rebus","https://img-global.cpcdn.com/recipes/e486ea31cffe0892/680x482cq70/kacang-tolo-kacang-tunggak-rebus-5307-foto-resep-utama.jpg"
"476","342","22.9","1.4","61.6","Kacang Tunggak (tolo)","https://res.cloudinary.com/dk0z4ums3/image/upload/v1610970899/attached_image/jangan-lewatkan-5-manfaat-kacang-tolo-ini.jpg"
"477","138","10.7","1.1","22.6","Kacang Tunggak rebus","https://cf.shopee.co.id/file/68892d4ed119d6c119cabdbe11503188"
"478","451","11.2","20.2","59.7","Kacang Tunggak rempeyek","https://img-global.cpcdn.com/recipes/dc9828ce49f235aa/680x482cq70/peyek-kacang-tunggaktemas-foto-resep-utama.jpg"
"479","351","12.2","1.2","72.9","Kacang tunis kering","https://sc01.alicdn.com/kf/Aa651abed773a47af8e91ae2da51df3de0.jpg"
"480","358","23.4","2.4","60.6","Kacang uci kering","https://asset.kompas.com/crops/XHI8qd19XKfLu13brPQP23b8fo0=/65x67:891x618/750x500/data/photo/2022/02/17/620dc04a8ab8f.jpg"
"481","354","12.8","1.8","69.3","Kacang urei kering","1200px-Painted_Pony_Bean.JPG (1200×900) (wikimedia.org)"
"482","92","20","0.7","0","Kakap","https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/30105045/Tinggi-Protein-Ini-X-Manfaat-Ikan-Kakap-untuk-Kesehatan.jpg"
"483","66","2.8","6.8","3.4","Kalakai","https://upload.wikimedia.org/wikipedia/commons/2/28/Stenoc_palus_100625-5191_mms.JPG"
"484","163","16.5","9","4.1","Kalio jeroan masakan","https://img-global.cpcdn.com/recipes/2031e463b74f84a0/1200x630cq70/photo.jpg"
"485","122","13.8","5.7","3.9","Kalio kikil (tunjang) masakan","https://asset.kompas.com/crops/mqYtGN3S_jZncBl0Ug8aj0WNS0E=/0x0:1000x667/750x500/data/photo/2021/03/01/603c964830992.jpg"
